,name,date_post,tracks,likes,reposts,user,link
0,uhm,26 October 2020,117,2,None,jimbo,https://soundcloud.com/m-t-ongg/sets/uhm
1,Chill,16 August 2020,189,7,1,Duy Linh,https://soundcloud.com/duy-linh-570362939/sets/chill
2,Lofi,6 March 2021,80,3,1,Duy Linh,https://soundcloud.com/duy-linh-570362939/sets/lofi
3,Produced by Ozee Kxng,21 February 2021,19,5,1,@ozeekxng,https://soundcloud.com/ozeekxng/sets/prod-by-ozee-kxng
4,winno,13 May 2021,5,None,None,User 360204099,https://soundcloud.com/user-360204099/sets/winno
5,sòul,29 May 2021,148,3,None,Sandy26.9,https://soundcloud.com/mai-nguy-n-880905326/sets/soul
6,Van khah,11 February 2018,144,1,None,Van Khanh Le,https://soundcloud.com/van-khanh-le-440559858/sets/van-khah
7,Nhạc,18 May 2019,9,None,None,YoungAT.DASOUTHSIDE,https://soundcloud.com/nguy-n-anh-t-750293006/sets/nh-c
8,qwerty,6 September 2020,15,1,1,neiht,https://soundcloud.com/hashou-shimazaki/sets/qwerty
9,New private playlist,28 February 2021,15,None,None,Tuấn Vũ,https://soundcloud.com/tu-n-v-239764509/sets/new-private-playlist
10,Chill pills,20 April 2021,15,1,None,STEELO,https://soundcloud.com/truong-huu-nguyen-122242657/sets/chill-pills
11,Love,19 June 2021,9,None,None,châu,https://soundcloud.com/minh-chau-275968352/sets/love
12,chill,24 July 2020,25,None,None,Mạnh Lê,https://soundcloud.com/m-nh-l-954425611/sets/chill
13,Maaddie,7 October 2020,15,1,None,Maddie,https://soundcloud.com/l-trung-ngh-a-303059230/sets/maaddie
14,٪,19 December 2020,10,None,None,LowMood,https://soundcloud.com/hien-ta-168463711/sets/st2efp3dxpyi
15,youngboi si tình vibe,22 February 2021,15,10,None,Minh Tú Phạm,https://soundcloud.com/minh-t-ph-m-501472597/sets/youngboi-si-tinh-vibe
16,Địt Con Mẹ M,19 June 2021,15,None,None,Việt Lâm,https://soundcloud.com/vi-t-l-m-953106393/sets/t-con-m-m
17,😏,19 June 2021,6,None,None,Tài Ngọc,https://soundcloud.com/t-i-ng-c-156038211/sets/4hxzfojrga7d
18,😙,25 February 2021,15,1,None,Ngoc Anh Dang,https://soundcloud.com/ngoc-anh-dang-562278041/sets/revnta9h0vks
19,Fav,22 July 2021,15,None,None,Lxxd dx Sxint,https://soundcloud.com/long-nguy-n-245/sets/fav
20,Hiphop,19 June 2021,15,None,None,Văn Đức,https://soundcloud.com/v-n-c-523396752/sets/hiphop
21,fav,1 July 2020,15,4,None,drumie,https://soundcloud.com/inh-ng-c-thanh-tr-m/sets/rap2
22,chill,17 November 2020,15,None,None,le nguyen tuyet nhi,https://soundcloud.com/l-nguy-n-tuy-t-nhi-827918926/sets/chill
23,bruh,19 June 2021,1,None,None,Nhi Sibun,https://soundcloud.com/nhi-sibun/sets/bruh
24,lyricss,5 March 2019,2,None,None,Minhh Tín,https://soundcloud.com/minhh-tin/sets/lyricss
25,Damn,23 February 2021,15,None,None,phuthuytinhiu,https://soundcloud.com/user-851052706/sets/damn
26,Another,31 March 2021,11,None,None,HuwxNguyen,https://soundcloud.com/nguy-n-h-ng-72217803/sets/another
27,lofi,20 May 2021,15,None,None,Duy,https://soundcloud.com/user-466244603/sets/lofi
28,hiphop95g,29 January 2020,15,None,None,nguyên,https://soundcloud.com/s-nguy-n-282954335/sets/hiphop95g
29,nhockuden,29 March 2016,17,1,None,Nguyễn Châu Hùng,https://soundcloud.com/nguy-n-th-ch-u-h-ng/sets/dafuqbrain
30,skull,24 January 2021,8,None,None,qasu83,https://soundcloud.com/lam-minh-quan-443510417/sets/skull
31,falling jn lov3,20 June 2021,3,None,None,D4RK,https://soundcloud.com/liem-le-58023365/sets/falling-jn-lov3
32,Ok,4 February 2021,15,None,None,leiiikongtu,https://soundcloud.com/l-i-190072857/sets/ok
33,-.-,25 April 2021,10,None,None,Nguyễn Hoài Luân,https://soundcloud.com/nguy-n-ho-i-lu-n-494201293/sets/9n63yvviyxes
34,hu$Lang Robber,13 October 2021,15,1,None,Khanh Dinh,https://soundcloud.com/khanh-dinh-641486588/sets/hu-lang-robber
35,sao nào ?,18 June 2021,15,None,None,nely2u,https://soundcloud.com/nguy-n-nhi-110475907/sets/sao-nao
36,Love,27 April 2021,11,None,None,HuwxNguyen,https://soundcloud.com/nguy-n-h-ng-72217803/sets/love
37,hustl@ng,20 June 2021,15,1,None,kuro,https://soundcloud.com/nguyen-duc-long-991326134/sets/hustl-ng
38,27/3/98,9 July 2018,15,None,None,Vân Nam,https://soundcloud.com/van-nam-162769199/sets/27-3-98
39,💚,28 November 2019,15,None,None,omg_HoPh,https://soundcloud.com/ho-ng-ph-m-566032325/sets/4eeystybyuvp
40,Chill,28 November 2019,144,None,None,omg_HoPh,https://soundcloud.com/ho-ng-ph-m-566032325/sets/chill
41,good vibe,4 March 2021,15,None,None,Đào Vương,https://soundcloud.com/trandaovuong/sets/good-vibe
42,New private playlist,21 June 2021,15,None,None,21101997,https://soundcloud.com/tou-miller/sets/new-private-playlist
43,🍑,21 June 2021,15,None,None,good peach..,https://soundcloud.com/hi-u-nguy-n-205350417/sets/v3srihmqgi6b
44,Rap,21 June 2021,15,1,None,KenDanny,https://soundcloud.com/kh-ng-trung-th-ch-478449609/sets/rap
45,21/06,21 June 2021,15,None,None,mitum,https://soundcloud.com/mminh-ngoc/sets/21-06
46,Sad,6 January 2019,15,1,None,Then.meii,https://soundcloud.com/user-615730183/sets/sad
47,Vu vơ,26 May 2019,15,None,None,My Thái,https://soundcloud.com/my-thai-76251668/sets/vu-v
48,New & hot: Hip-hop & Rap,21 June 2021,15,None,None,Thẩm mỹ viện nam giới,https://soundcloud.com/tmv-americare-clinic/sets/new-hot-hip-hop-rap
49,ok,21 June 2021,3,1,None,Nguyen Luong Vy,https://soundcloud.com/go-en-965167719/sets/ok
50,Chill chill,10 June 2021,7,None,None,Trâm Lê,https://soundcloud.com/tram-le-954432577/sets/chill-chill
51,Mood,6 July 2021,15,None,None,Lä Chelte,https://soundcloud.com/l-chelte/sets/mood
52,3urn th3 3eat!,10 August 2021,15,None,None,_𝐊𝐲𝐥𝐞𝐞𝐏𝐡𝐱𝐦𝐦,https://soundcloud.com/user-515869207/sets/3urn-th3-3eat
53,New & hot: All music genres,22 June 2021,15,None,None,Nguyễn Đăng,https://soundcloud.com/nguy-n-ng-141485281/sets/new-hot-all-music-genres
54,nhạc,13 March 2021,15,None,None,Nguyễn Ninh,https://soundcloud.com/nguy-n-ninh-589236360/sets/nh-c
55,kkok,22 June 2021,6,None,None,Minh Bình,https://soundcloud.com/minh-binh-146573738/sets/kkok
56,hihi,21 February 2021,15,1,None,Lưu Trí,https://soundcloud.com/l-u-tr-883827450/sets/hihi
57,.,1 May 2021,15,None,None,Lê Ngân,https://soundcloud.com/le-ngan-994622973/sets/9e6ea0ganiw2
58,New & hot: Hip-hop & Rap,22 June 2021,15,None,None,Tin tức thời trang,https://soundcloud.com/tintucthoitrang/sets/new-hot-hip-hop-rap
59,Tune,21 June 2021,15,None,None,sugaf,https://soundcloud.com/user-191120295-756055383/sets/tune
60,New & hot: Hip-hop & Rap,22 June 2021,15,None,None,Khánh Hoàng,https://soundcloud.com/khanh-hoang-286481071/sets/new-hot-hip-hop-rap
61,nhac hay,22 June 2021,15,None,None,Sliver Nguyễn,https://soundcloud.com/sliver-nguy-n/sets/nhac-hay
62,G,30 April 2021,15,None,None,Đàm Kiệt,https://soundcloud.com/m-ki-t-934476352/sets/g
63,Cill,23 May 2021,15,None,None,kien tran,https://soundcloud.com/kien-tran-615141278/sets/cill
64,maz1no2k,22 June 2021,15,None,None,>.<,https://soundcloud.com/t-ng-d-ng-777745759/sets/maz1no2k
65,Cuộc đời tao,29 June 2021,15,1,None,lam nguye,https://soundcloud.com/lam-nguye/sets/cu-c-i-tao
66,🪅,6 May 2021,11,None,None,Ngoc Anh Đỗ,https://soundcloud.com/ng-c-nh-81/sets/raru9oapy9ms
67,sleep,8 June 2021,15,None,None,P L,https://soundcloud.com/nguy-n-ph-l-c/sets/sleep
68,Lit,22 June 2021,15,2,None,Thái Minh Thành,https://soundcloud.com/thai-minh-thanh-327565604/sets/lit
69,New & hot: All 2021 music genres,22 June 2021,15,None,None,QUYD,https://soundcloud.com/c-m-quy-n-218280618/sets/new-hot-all-2021-music-genres
70,td,22 June 2021,15,None,None,Trí Dương,https://soundcloud.com/tr-d-ng-325280965/sets/td
71,Vui - Yêu,21 June 2020,15,None,None,bennlaii040603,https://soundcloud.com/bennlaii040603/sets/vui-yeu
72,Phê,17 September 2021,15,None,None,Văn Đạt,https://soundcloud.com/v-n-t-799717078/sets/phe
73,lai vui,9 June 2021,18,None,None,thuyanhanhthuy,https://soundcloud.com/tran-pham-thuy-anh/sets/lai-vui
74,1,22 June 2021,17,None,None,Dipo,https://soundcloud.com/duy-nguy-n-555465600/sets/1-1
75,ydtxtdotodydydydoydye,22 June 2021,5,None,None,Tillzy,https://soundcloud.com/tr-n-tr-t-i-273169543/sets/ydtxtdotodydydydoydye
76,abcd,18 December 2019,15,None,None,Kim Phát,https://soundcloud.com/hu-nh-kim-ph-t/sets/abcd
77,đc,15 June 2021,15,2,None,54_Phhh.Thh,https://soundcloud.com/ph-ng-th-o-719830060/sets/c
78,rapp rapp 1 tẹo,9 May 2019,15,None,None,aboo 🐇,https://soundcloud.com/b-o-nguy-n-71527185/sets/do-do-do-d
79,somethingneedtolisten,14 May 2021,15,1,None,vtjoh4nh,https://soundcloud.com/vtjoh4nh/sets/somethingneedtolisten
80,winno,23 June 2021,4,None,None,khtrng___,https://soundcloud.com/user-295188137/sets/winno
81,loving shjttt,23 June 2021,15,1,None,[AJC] GinKi,https://soundcloud.com/nguy-n-quang-minh-62623388/sets/loving-shjttt
82,🚿 Nhạc đi tắm,6 October 2021,5,None,None,Trà Đào,https://soundcloud.com/tran-thanh-tam-890675258/sets/nh-c-i-t-m
83,hhik,23 June 2021,1,None,None,Nguyễn Gia Hưng,https://soundcloud.com/nguy-n-gia-h-ng-143981938/sets/hhik
84,Á,31 December 2020,15,None,None,peanut,https://soundcloud.com/le-hoang-huy-687304676/sets/a
85,New & hot: All music genres,23 June 2021,15,None,None,Phụ kiện Điện thoại,https://soundcloud.com/phu-kien-dien-thoai-re/sets/new-hot-all-music-genres
86,nhạc của thạch,13 March 2020,15,1,None,Thạch Shin,https://soundcloud.com/th-ch-shin/sets/nh-c-c-a-th-ch
87,wqq,17 June 2021,4,None,None,Minh Bình,https://soundcloud.com/minh-binh-146573738/sets/wqq
88,🥶,30 March 2021,15,3,None,yvngxhani,https://soundcloud.com/gia-haan-770131126/sets/gn3kig92dwia
89,winnodamidside,23 June 2021,2,None,None,hngngavng,https://soundcloud.com/h-n-tr-c-h-ng/sets/winnodamidside
90,nnn,23 November 2020,15,None,None,tran,https://soundcloud.com/tr-n-h-u-624959604/sets/nnn
91,b,29 May 2021,14,None,None,Thiên Phúc,https://soundcloud.com/thien-phuc-448507822/sets/b
92,New & hot: Hip-hop & Rap,23 June 2021,15,None,None,Pjmas Nguyen,https://soundcloud.com/pjmas-nguyen/sets/new-hot-hip-hop-rap
93,....,10 May 2020,15,None,None,Thiên Thiên,https://soundcloud.com/thien-hoang-828544164/sets/ccm6fuuxkl8s
94,Nghe ngủ ne ^^,11 August 2020,15,2,None,D2K O.Be,https://soundcloud.com/hu-nh-ngh-a-783997786/sets/nghe-ng-ne
95,chill,8 June 2021,15,None,None,yungwaw23,https://soundcloud.com/huy-anh-537900214/sets/chill
96,🎧,25 January 2021,4,None,None,Khunglongg,https://soundcloud.com/khunglongg/sets/il57yzn9o1uj
97,Âm nhạc là music :)))),11 August 2021,15,None,None,BadCornnn,https://soundcloud.com/thu-thuyy-938430419/sets/m-nh-c-l-music
